Annee,NomEtablissement,SousPage,Ligne,Colonne,Chiffre
2013-2014,CPR de la Côte-Nord,0,9,2,355.0
2013-2014,CPR de la Côte-Nord,0,9,4,111.0
2013-2014,CPR de la Côte-Nord,0,9,5,692.0
2013-2014,CPR de la Côte-Nord,0,9,6,329.0
2013-2014,CPR de la Côte-Nord,0,9,7,566.0
2013-2014,CPR de la Côte-Nord,0,9,9,454.0
2013-2014,CPR de la Côte-Nord,0,10,2,2.0
2013-2014,CPR de la Côte-Nord,0,10,3,2.0
2013-2014,CPR de la Côte-Nord,0,10,4,2.0
2013-2014,CPR de la Côte-Nord,0,10,5,6.0
2013-2014,CPR de la Côte-Nord,0,10,6,4.0
2013-2014,CPR de la Côte-Nord,0,10,7,2.0
2013-2014,CPR de la Côte-Nord,0,10,9,18.0
2013-2014,CPR de la Côte-Nord,0,11,2,164.0
2013-2014,CPR de la Côte-Nord,0,11,3,628.0
2013-2014,CPR de la Côte-Nord,0,11,4,198.0
2013-2014,CPR de la Côte-Nord,0,11,5,503.0
2013-2014,CPR de la Côte-Nord,0,11,6,384.0
2013-2014,CPR de la Côte-Nord,0,11,7,46.0
2013-2014,CPR de la Côte-Nord,0,11,9,368.0
2013-2014,CPR de la Côte-Nord,0,12,2,164.0
2013-2014,CPR de la Côte-Nord,0,12,3,628.0
2013-2014,CPR de la Côte-Nord,0,12,4,198.0
2013-2014,CPR de la Côte-Nord,0,12,5,560.0
2013-2014,CPR de la Côte-Nord,0,12,6,127.0
2013-2014,CPR de la Côte-Nord,0,12,7,46.0
2013-2014,CPR de la Côte-Nord,0,12,9,127.0
2013-2014,CPR de la Côte-Nord,0,13,2,3.0
2013-2014,CPR de la Côte-Nord,0,13,3,2.0
2013-2014,CPR de la Côte-Nord,0,13,4,3.0
2013-2014,CPR de la Côte-Nord,0,13,5,12.0
2013-2014,CPR de la Côte-Nord,0,13,6,8.0
2013-2014,CPR de la Côte-Nord,0,13,7,3.0
2013-2014,CPR de la Côte-Nord,0,13,9,31.0
2013-2014,CPR de la Côte-Nord,0,14,2,228.0
2013-2014,CPR de la Côte-Nord,0,14,3,628.0
2013-2014,CPR de la Côte-Nord,0,14,4,169.0
2013-2014,CPR de la Côte-Nord,0,14,5,555.0
2013-2014,CPR de la Côte-Nord,0,14,6,431.0
2013-2014,CPR de la Côte-Nord,0,14,7,219.0
2013-2014,CPR de la Côte-Nord,0,14,9,426.0
2013-2014,CPR de la Côte-Nord,0,15,2,221.0
2013-2014,CPR de la Côte-Nord,0,15,3,628.0
2013-2014,CPR de la Côte-Nord,0,15,4,111.0
2013-2014,CPR de la Côte-Nord,0,15,5,692.0
2013-2014,CPR de la Côte-Nord,0,15,6,216.0
2013-2014,CPR de la Côte-Nord,0,15,7,46.0
2013-2014,CPR de la Côte-Nord,0,15,9,287.0
2013-2014,CR Estrie Inc.,0,10,1,0.0
2013-2014,CR Estrie Inc.,0,10,2,0.0
2013-2014,CR Estrie Inc.,0,10,3,2.0
2013-2014,CR Estrie Inc.,0,10,4,0.0
2013-2014,CR Estrie Inc.,0,10,5,0.0
2013-2014,CR Estrie Inc.,0,10,6,0.0
2013-2014,CR Estrie Inc.,0,10,7,0.0
2013-2014,CR Estrie Inc.,0,10,8,0.0
2013-2014,CR Estrie Inc.,0,10,9,2.0
2013-2014,CR Estrie Inc.,0,11,1,0.0
2013-2014,CR Estrie Inc.,0,11,2,0.0
2013-2014,CR Estrie Inc.,0,11,3,84.0
2013-2014,CR Estrie Inc.,0,11,4,0.0
2013-2014,CR Estrie Inc.,0,11,5,0.0
2013-2014,CR Estrie Inc.,0,11,6,0.0
2013-2014,CR Estrie Inc.,0,11,7,0.0
2013-2014,CR Estrie Inc.,0,11,8,0.0
2013-2014,CR Estrie Inc.,0,11,9,84.0
2013-2014,CR Estrie Inc.,0,12,1,0.0
2013-2014,CR Estrie Inc.,0,12,2,0.0
2013-2014,CR Estrie Inc.,0,12,3,84.0
2013-2014,CR Estrie Inc.,0,12,4,0.0
2013-2014,CR Estrie Inc.,0,12,5,0.0
2013-2014,CR Estrie Inc.,0,12,6,0.0
2013-2014,CR Estrie Inc.,0,12,7,0.0
2013-2014,CR Estrie Inc.,0,12,8,0.0
2013-2014,CR Estrie Inc.,0,12,9,84.0
2013-2014,CR Estrie Inc.,0,13,1,0.0
2013-2014,CR Estrie Inc.,0,13,2,0.0
2013-2014,CR Estrie Inc.,0,13,3,2.0
2013-2014,CR Estrie Inc.,0,13,4,0.0
2013-2014,CR Estrie Inc.,0,13,5,0.0
2013-2014,CR Estrie Inc.,0,13,6,0.0
2013-2014,CR Estrie Inc.,0,13,7,0.0
2013-2014,CR Estrie Inc.,0,13,8,0.0
2013-2014,CR Estrie Inc.,0,13,9,2.0
2013-2014,CR Estrie Inc.,0,14,1,0.0
2013-2014,CR Estrie Inc.,0,14,2,0.0
2013-2014,CR Estrie Inc.,0,14,3,84.0
2013-2014,CR Estrie Inc.,0,14,4,0.0
2013-2014,CR Estrie Inc.,0,14,5,0.0
2013-2014,CR Estrie Inc.,0,14,6,0.0
2013-2014,CR Estrie Inc.,0,14,7,0.0
2013-2014,CR Estrie Inc.,0,14,8,0.0
2013-2014,CR Estrie Inc.,0,14,9,84.0
2013-2014,CR Estrie Inc.,0,15,1,0.0
2013-2014,CR Estrie Inc.,0,15,2,0.0
2013-2014,CR Estrie Inc.,0,15,3,84.0
2013-2014,CR Estrie Inc.,0,15,4,0.0
2013-2014,CR Estrie Inc.,0,15,5,0.0
2013-2014,CR Estrie Inc.,0,15,6,0.0
2013-2014,CR Estrie Inc.,0,15,7,0.0
2013-2014,CR Estrie Inc.,0,15,8,0.0
2013-2014,CR Estrie Inc.,0,15,9,84.0
2013-2014,CR La Myriade,0,4,4,1.0
2013-2014,CR La Myriade,0,4,6,1.0
2013-2014,CR La Myriade,0,4,9,2.0
2013-2014,CR La Myriade,0,5,4,222.0
2013-2014,CR La Myriade,0,5,6,567.0
2013-2014,CR La Myriade,0,5,9,394.0
2013-2014,CR La Myriade,0,6,4,222.0
2013-2014,CR La Myriade,0,6,6,567.0
2013-2014,CR La Myriade,0,6,9,394.0
2013-2014,CR La Myriade,0,7,2,1.0
2013-2014,CR La Myriade,0,7,9,1.0
2013-2014,CR La Myriade,0,8,2,308.0
2013-2014,CR La Myriade,0,8,9,308.0
2013-2014,CR La Myriade,0,9,2,308.0
2013-2014,CR La Myriade,0,9,9,308.0
2013-2014,CR La Myriade,0,10,1,17.0
2013-2014,CR La Myriade,0,10,2,10.0
2013-2014,CR La Myriade,0,10,3,13.0
2013-2014,CR La Myriade,0,10,4,3.0
2013-2014,CR La Myriade,0,10,5,3.0
2013-2014,CR La Myriade,0,10,6,1.0
2013-2014,CR La Myriade,0,10,7,0.0
2013-2014,CR La Myriade,0,10,8,0.0
2013-2014,CR La Myriade,0,10,9,47.0
2013-2014,CR La Myriade,0,11,1,132.0
2013-2014,CR La Myriade,0,11,2,110.0
2013-2014,CR La Myriade,0,11,3,151.0
2013-2014,CR La Myriade,0,11,4,91.0
2013-2014,CR La Myriade,0,11,5,208.0
2013-2014,CR La Myriade,0,11,6,229.0
2013-2014,CR La Myriade,0,11,7,0.0
2013-2014,CR La Myriade,0,11,8,0.0
2013-2014,CR La Myriade,0,11,9,137.0
2013-2014,CR La Myriade,0,12,1,124.0
2013-2014,CR La Myriade,0,12,2,122.0
2013-2014,CR La Myriade,0,12,3,145.0
2013-2014,CR La Myriade,0,12,4,27.0
2013-2014,CR La Myriade,0,12,5,285.0
2013-2014,CR La Myriade,0,12,6,229.0
2013-2014,CR La Myriade,0,12,7,0.0
2013-2014,CR La Myriade,0,12,8,0.0
2013-2014,CR La Myriade,0,12,9,127.0
2013-2014,CR La Myriade,0,13,1,17.0
2013-2014,CR La Myriade,0,13,2,11.0
2013-2014,CR La Myriade,0,13,3,13.0
2013-2014,CR La Myriade,0,13,4,4.0
2013-2014,CR La Myriade,0,13,5,3.0
2013-2014,CR La Myriade,0,13,6,2.0
2013-2014,CR La Myriade,0,13,7,0.0
2013-2014,CR La Myriade,0,13,8,0.0
2013-2014,CR La Myriade,0,13,9,50.0
2013-2014,CR La Myriade,0,14,1,132.0
2013-2014,CR La Myriade,0,14,2,128.0
2013-2014,CR La Myriade,0,14,3,151.0
2013-2014,CR La Myriade,0,14,4,124.0
2013-2014,CR La Myriade,0,14,5,208.0
2013-2014,CR La Myriade,0,14,6,398.0
2013-2014,CR La Myriade,0,14,7,0.0
2013-2014,CR La Myriade,0,14,8,0.0
2013-2014,CR La Myriade,0,14,9,151.0
2013-2014,CR La Myriade,0,15,1,124.0
2013-2014,CR La Myriade,0,15,2,124.0
2013-2014,CR La Myriade,0,15,3,145.0
2013-2014,CR La Myriade,0,15,4,124.0
2013-2014,CR La Myriade,0,15,5,285.0
2013-2014,CR La Myriade,0,15,6,398.0
2013-2014,CR La Myriade,0,15,7,0.0
2013-2014,CR La Myriade,0,15,8,0.0
2013-2014,CR La Myriade,0,15,9,130.0
2013-2014,CR de l'Ouest de Montréal,0,1,1,0.0
2013-2014,CR de l'Ouest de Montréal,0,1,2,0.0
2013-2014,CR de l'Ouest de Montréal,0,1,3,0.0
2013-2014,CR de l'Ouest de Montréal,0,1,4,8.0
2013-2014,CR de l'Ouest de Montréal,0,1,5,8.0
2013-2014,CR de l'Ouest de Montréal,0,1,6,5.0
2013-2014,CR de l'Ouest de Montréal,0,1,7,1.0
2013-2014,CR de l'Ouest de Montréal,0,1,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,1,9,22.0
2013-2014,CR de l'Ouest de Montréal,0,2,1,0.0
2013-2014,CR de l'Ouest de Montréal,0,2,2,0.0
2013-2014,CR de l'Ouest de Montréal,0,2,3,0.0
2013-2014,CR de l'Ouest de Montréal,0,2,4,278.0
2013-2014,CR de l'Ouest de Montréal,0,2,5,914.0
2013-2014,CR de l'Ouest de Montréal,0,2,6,591.0
2013-2014,CR de l'Ouest de Montréal,0,2,7,1201.0
2013-2014,CR de l'Ouest de Montréal,0,2,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,2,9,622.0
2013-2014,CR de l'Ouest de Montréal,0,3,1,0.0
2013-2014,CR de l'Ouest de Montréal,0,3,2,0.0
2013-2014,CR de l'Ouest de Montréal,0,3,3,0.0
2013-2014,CR de l'Ouest de Montréal,0,3,4,196.0
2013-2014,CR de l'Ouest de Montréal,0,3,5,1011.0
2013-2014,CR de l'Ouest de Montréal,0,3,6,364.0
2013-2014,CR de l'Ouest de Montréal,0,3,7,1201.0
2013-2014,CR de l'Ouest de Montréal,0,3,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,3,9,466.0
2013-2014,CR de l'Ouest de Montréal,0,4,1,0.0
2013-2014,CR de l'Ouest de Montréal,0,4,2,0.0
2013-2014,CR de l'Ouest de Montréal,0,4,3,0.0
2013-2014,CR de l'Ouest de Montréal,0,4,4,21.0
2013-2014,CR de l'Ouest de Montréal,0,4,5,24.0
2013-2014,CR de l'Ouest de Montréal,0,4,6,5.0
2013-2014,CR de l'Ouest de Montréal,0,4,7,1.0
2013-2014,CR de l'Ouest de Montréal,0,4,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,4,9,51.0
2013-2014,CR de l'Ouest de Montréal,0,5,1,0.0
2013-2014,CR de l'Ouest de Montréal,0,5,2,0.0
2013-2014,CR de l'Ouest de Montréal,0,5,3,0.0
2013-2014,CR de l'Ouest de Montréal,0,5,4,358.0
2013-2014,CR de l'Ouest de Montréal,0,5,5,582.0
2013-2014,CR de l'Ouest de Montréal,0,5,6,568.0
2013-2014,CR de l'Ouest de Montréal,0,5,7,770.0
2013-2014,CR de l'Ouest de Montréal,0,5,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,5,9,492.0
2013-2014,CR de l'Ouest de Montréal,0,6,1,0.0
2013-2014,CR de l'Ouest de Montréal,0,6,2,0.0
2013-2014,CR de l'Ouest de Montréal,0,6,3,0.0
2013-2014,CR de l'Ouest de Montréal,0,6,4,376.0
2013-2014,CR de l'Ouest de Montréal,0,6,5,458.0
2013-2014,CR de l'Ouest de Montréal,0,6,6,362.0
2013-2014,CR de l'Ouest de Montréal,0,6,7,770.0
2013-2014,CR de l'Ouest de Montréal,0,6,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,6,9,428.0
2013-2014,CR de l'Ouest de Montréal,0,7,1,7.0
2013-2014,CR de l'Ouest de Montréal,0,7,2,20.0
2013-2014,CR de l'Ouest de Montréal,0,7,3,23.0
2013-2014,CR de l'Ouest de Montréal,0,7,4,20.0
2013-2014,CR de l'Ouest de Montréal,0,7,5,78.0
2013-2014,CR de l'Ouest de Montréal,0,7,6,22.0
2013-2014,CR de l'Ouest de Montréal,0,7,7,1.0
2013-2014,CR de l'Ouest de Montréal,0,7,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,7,9,171.0
2013-2014,CR de l'Ouest de Montréal,0,8,1,773.0
2013-2014,CR de l'Ouest de Montréal,0,8,2,999.0
2013-2014,CR de l'Ouest de Montréal,0,8,3,1428.0
2013-2014,CR de l'Ouest de Montréal,0,8,4,1846.0
2013-2014,CR de l'Ouest de Montréal,0,8,5,1600.0
2013-2014,CR de l'Ouest de Montréal,0,8,6,1503.0
2013-2014,CR de l'Ouest de Montréal,0,8,7,1208.0
2013-2014,CR de l'Ouest de Montréal,0,8,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,8,9,1487.0
2013-2014,CR de l'Ouest de Montréal,0,9,1,909.0
2013-2014,CR de l'Ouest de Montréal,0,9,2,866.0
2013-2014,CR de l'Ouest de Montréal,0,9,3,900.0
2013-2014,CR de l'Ouest de Montréal,0,9,4,1696.0
2013-2014,CR de l'Ouest de Montréal,0,9,5,1540.0
2013-2014,CR de l'Ouest de Montréal,0,9,6,1346.0
2013-2014,CR de l'Ouest de Montréal,0,9,7,1208.0
2013-2014,CR de l'Ouest de Montréal,0,9,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,9,9,1260.0
2013-2014,CR de l'Ouest de Montréal,0,10,1,5.0
2013-2014,CR de l'Ouest de Montréal,0,10,2,46.0
2013-2014,CR de l'Ouest de Montréal,0,10,3,56.0
2013-2014,CR de l'Ouest de Montréal,0,10,4,64.0
2013-2014,CR de l'Ouest de Montréal,0,10,5,51.0
2013-2014,CR de l'Ouest de Montréal,0,10,6,8.0
2013-2014,CR de l'Ouest de Montréal,0,10,7,3.0
2013-2014,CR de l'Ouest de Montréal,0,10,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,10,9,233.0
2013-2014,CR de l'Ouest de Montréal,0,11,1,217.0
2013-2014,CR de l'Ouest de Montréal,0,11,2,481.0
2013-2014,CR de l'Ouest de Montréal,0,11,3,495.0
2013-2014,CR de l'Ouest de Montréal,0,11,4,700.0
2013-2014,CR de l'Ouest de Montréal,0,11,5,808.0
2013-2014,CR de l'Ouest de Montréal,0,11,6,633.0
2013-2014,CR de l'Ouest de Montréal,0,11,7,478.0
2013-2014,CR de l'Ouest de Montréal,0,11,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,11,9,616.0
2013-2014,CR de l'Ouest de Montréal,0,12,1,215.0
2013-2014,CR de l'Ouest de Montréal,0,12,2,328.0
2013-2014,CR de l'Ouest de Montréal,0,12,3,283.0
2013-2014,CR de l'Ouest de Montréal,0,12,4,409.0
2013-2014,CR de l'Ouest de Montréal,0,12,5,616.0
2013-2014,CR de l'Ouest de Montréal,0,12,6,520.0
2013-2014,CR de l'Ouest de Montréal,0,12,7,160.0
2013-2014,CR de l'Ouest de Montréal,0,12,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,12,9,364.0
2013-2014,CR de l'Ouest de Montréal,0,13,1,12.0
2013-2014,CR de l'Ouest de Montréal,0,13,2,66.0
2013-2014,CR de l'Ouest de Montréal,0,13,3,79.0
2013-2014,CR de l'Ouest de Montréal,0,13,4,113.0
2013-2014,CR de l'Ouest de Montréal,0,13,5,161.0
2013-2014,CR de l'Ouest de Montréal,0,13,6,40.0
2013-2014,CR de l'Ouest de Montréal,0,13,7,6.0
2013-2014,CR de l'Ouest de Montréal,0,13,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,13,9,477.0
2013-2014,CR de l'Ouest de Montréal,0,14,1,541.0
2013-2014,CR de l'Ouest de Montréal,0,14,2,638.0
2013-2014,CR de l'Ouest de Montréal,0,14,3,766.0
2013-2014,CR de l'Ouest de Montréal,0,14,4,809.0
2013-2014,CR de l'Ouest de Montréal,0,14,5,1163.0
2013-2014,CR de l'Ouest de Montréal,0,14,6,1098.0
2013-2014,CR de l'Ouest de Montréal,0,14,7,769.0
2013-2014,CR de l'Ouest de Montréal,0,14,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,14,9,915.0
2013-2014,CR de l'Ouest de Montréal,0,15,1,386.0
2013-2014,CR de l'Ouest de Montréal,0,15,2,404.0
2013-2014,CR de l'Ouest de Montréal,0,15,3,357.0
2013-2014,CR de l'Ouest de Montréal,0,15,4,480.0
2013-2014,CR de l'Ouest de Montréal,0,15,5,904.0
2013-2014,CR de l'Ouest de Montréal,0,15,6,803.0
2013-2014,CR de l'Ouest de Montréal,0,15,7,986.0
2013-2014,CR de l'Ouest de Montréal,0,15,8,0.0
2013-2014,CR de l'Ouest de Montréal,0,15,9,580.0
2013-2014,CR de la Gaspésie,0,7,6,1.0
2013-2014,CR de la Gaspésie,0,7,9,1.0
2013-2014,CR de la Gaspésie,0,8,6,60.0
2013-2014,CR de la Gaspésie,0,8,9,60.0
2013-2014,CR de la Gaspésie,0,9,6,60.0
2013-2014,CR de la Gaspésie,0,9,9,60.0
2013-2014,CR de la Gaspésie,0,10,1,0.0
2013-2014,CR de la Gaspésie,0,10,2,0.0
2013-2014,CR de la Gaspésie,0,10,3,5.0
2013-2014,CR de la Gaspésie,0,10,4,0.0
2013-2014,CR de la Gaspésie,0,10,5,5.0
2013-2014,CR de la Gaspésie,0,10,6,3.0
2013-2014,CR de la Gaspésie,0,10,7,0.0
2013-2014,CR de la Gaspésie,0,10,8,0.0
2013-2014,CR de la Gaspésie,0,10,9,13.0
2013-2014,CR de la Gaspésie,0,11,3,158.0
2013-2014,CR de la Gaspésie,0,11,5,139.0
2013-2014,CR de la Gaspésie,0,11,6,127.0
2013-2014,CR de la Gaspésie,0,11,9,144.0
2013-2014,CR de la Gaspésie,0,12,3,83.0
2013-2014,CR de la Gaspésie,0,12,5,119.0
2013-2014,CR de la Gaspésie,0,12,6,60.0
2013-2014,CR de la Gaspésie,0,12,9,83.0
2013-2014,CR de la Gaspésie,0,13,1,0.0
2013-2014,CR de la Gaspésie,0,13,2,0.0
2013-2014,CR de la Gaspésie,0,13,3,5.0
2013-2014,CR de la Gaspésie,0,13,4,0.0
2013-2014,CR de la Gaspésie,0,13,5,5.0
2013-2014,CR de la Gaspésie,0,13,6,4.0
2013-2014,CR de la Gaspésie,0,13,7,0.0
2013-2014,CR de la Gaspésie,0,13,8,0.0
2013-2014,CR de la Gaspésie,0,13,9,14.0
2013-2014,CR de la Gaspésie,0,14,3,158.0
2013-2014,CR de la Gaspésie,0,14,5,139.0
2013-2014,CR de la Gaspésie,0,14,6,110.0
2013-2014,CR de la Gaspésie,0,14,9,138.0
2013-2014,CR de la Gaspésie,0,15,3,83.0
2013-2014,CR de la Gaspésie,0,15,5,119.0
2013-2014,CR de la Gaspésie,0,15,6,60.0
2013-2014,CR de la Gaspésie,0,15,9,82.0
2013-2014,CRDI de Québec,0,1,4,12.0
2013-2014,CRDI de Québec,0,1,5,7.0
2013-2014,CRDI de Québec,0,1,6,20.0
2013-2014,CRDI de Québec,0,1,7,7.0
2013-2014,CRDI de Québec,0,1,9,46.0
2013-2014,CRDI de Québec,0,2,4,164.0
2013-2014,CRDI de Québec,0,2,5,706.0
2013-2014,CRDI de Québec,0,2,6,411.0
2013-2014,CRDI de Québec,0,2,7,154.0
2013-2014,CRDI de Québec,0,2,9,352.0
2013-2014,CRDI de Québec,0,3,4,80.0
2013-2014,CRDI de Québec,0,3,5,589.0
2013-2014,CRDI de Québec,0,3,6,310.0
2013-2014,CRDI de Québec,0,3,7,167.0
2013-2014,CRDI de Québec,0,3,9,272.0
2013-2014,CRDI de Québec,0,4,4,14.0
2013-2014,CRDI de Québec,0,4,5,14.0
2013-2014,CRDI de Québec,0,4,6,8.0
2013-2014,CRDI de Québec,0,4,9,36.0
2013-2014,CRDI de Québec,0,5,4,155.0
2013-2014,CRDI de Québec,0,5,5,262.0
2013-2014,CRDI de Québec,0,5,6,288.0
2013-2014,CRDI de Québec,0,5,9,226.0
2013-2014,CRDI de Québec,0,6,4,93.0
2013-2014,CRDI de Québec,0,6,5,200.0
2013-2014,CRDI de Québec,0,6,6,191.0
2013-2014,CRDI de Québec,0,6,9,156.0
2013-2014,CRDI de Québec,0,7,1,1.0
2013-2014,CRDI de Québec,0,7,2,4.0
2013-2014,CRDI de Québec,0,7,3,4.0
2013-2014,CRDI de Québec,0,7,4,6.0
2013-2014,CRDI de Québec,0,7,5,39.0
2013-2014,CRDI de Québec,0,7,6,21.0
2013-2014,CRDI de Québec,0,7,7,3.0
2013-2014,CRDI de Québec,0,7,8,1.0
2013-2014,CRDI de Québec,0,7,9,79.0
2013-2014,CRDI de Québec,0,8,1,909.0
2013-2014,CRDI de Québec,0,8,2,1064.0
2013-2014,CRDI de Québec,0,8,3,702.0
2013-2014,CRDI de Québec,0,8,4,1202.0
2013-2014,CRDI de Québec,0,8,5,1103.0
2013-2014,CRDI de Québec,0,8,6,874.0
2013-2014,CRDI de Québec,0,8,7,2006.0
2013-2014,CRDI de Québec,0,8,8,2379.0
2013-2014,CRDI de Québec,0,8,9,1075.0
2013-2014,CRDI de Québec,0,9,1,909.0
2013-2014,CRDI de Québec,0,9,2,578.0
2013-2014,CRDI de Québec,0,9,3,489.0
2013-2014,CRDI de Québec,0,9,4,1289.0
2013-2014,CRDI de Québec,0,9,5,728.0
2013-2014,CRDI de Québec,0,9,6,321.0
2013-2014,CRDI de Québec,0,9,7,2191.0
2013-2014,CRDI de Québec,0,9,8,2379.0
2013-2014,CRDI de Québec,0,9,9,725.0
2013-2014,CRDI de Québec,0,10,1,9.0
2013-2014,CRDI de Québec,0,10,2,21.0
2013-2014,CRDI de Québec,0,10,3,18.0
2013-2014,CRDI de Québec,0,10,4,16.0
2013-2014,CRDI de Québec,0,10,5,22.0
2013-2014,CRDI de Québec,0,10,6,18.0
2013-2014,CRDI de Québec,0,10,7,7.0
2013-2014,CRDI de Québec,0,10,9,111.0
2013-2014,CRDI de Québec,0,11,1,112.0
2013-2014,CRDI de Québec,0,11,2,144.0
2013-2014,CRDI de Québec,0,11,3,156.0
2013-2014,CRDI de Québec,0,11,4,121.0
2013-2014,CRDI de Québec,0,11,5,261.0
2013-2014,CRDI de Québec,0,11,6,197.0
2013-2014,CRDI de Québec,0,11,7,102.0
2013-2014,CRDI de Québec,0,11,9,169.0
2013-2014,CRDI de Québec,0,12,1,61.0
2013-2014,CRDI de Québec,0,12,2,104.0
2013-2014,CRDI de Québec,0,12,3,146.0
2013-2014,CRDI de Québec,0,12,4,83.0
2013-2014,CRDI de Québec,0,12,5,310.0
2013-2014,CRDI de Québec,0,12,6,90.0
2013-2014,CRDI de Québec,0,12,7,45.0
2013-2014,CRDI de Québec,0,12,9,116.0
2013-2014,CRDI de Québec,0,13,1,10.0
2013-2014,CRDI de Québec,0,13,2,25.0
2013-2014,CRDI de Québec,0,13,3,22.0
2013-2014,CRDI de Québec,0,13,4,48.0
2013-2014,CRDI de Québec,0,13,5,82.0
2013-2014,CRDI de Québec,0,13,6,67.0
2013-2014,CRDI de Québec,0,13,7,17.0
2013-2014,CRDI de Québec,0,13,8,1.0
2013-2014,CRDI de Québec,0,13,9,272.0
2013-2014,CRDI de Québec,0,14,1,192.0
2013-2014,CRDI de Québec,0,14,2,291.0
2013-2014,CRDI de Québec,0,14,3,255.0
2013-2014,CRDI de Québec,0,14,4,277.0
2013-2014,CRDI de Québec,0,14,5,700.0
2013-2014,CRDI de Québec,0,14,6,484.0
2013-2014,CRDI de Québec,0,14,7,459.0
2013-2014,CRDI de Québec,0,14,8,2379.0
2013-2014,CRDI de Québec,0,14,9,471.0
2013-2014,CRDI de Québec,0,15,1,65.0
2013-2014,CRDI de Québec,0,15,2,127.0
2013-2014,CRDI de Québec,0,15,3,170.0
2013-2014,CRDI de Québec,0,15,4,93.0
2013-2014,CRDI de Québec,0,15,5,406.0
2013-2014,CRDI de Québec,0,15,6,272.0
2013-2014,CRDI de Québec,0,15,7,126.0
2013-2014,CRDI de Québec,0,15,8,2379.0
2013-2014,CRDI de Québec,0,15,9,202.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,1,0.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,2,0.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,3,0.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,4,9.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,5,7.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,6,4.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,7,1.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,0,1,9,21.0
2013-2014,CRDITED Chaudière-Appalaches,0,2,4,169.0
