Annee,NomEtablissement,Ligne,Colonne,Chiffre
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,22,4,16.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,23,3,8.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,23,4,111.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,25,3,1.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,25,4,17.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,28,3,11.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,1,1,2.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,1,2,361.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,1,3,8.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,1,4,223.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,2,1,60.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,2,2,1001.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,2,3,69.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,2,4,1081.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,3,1,3.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,3,2,1083.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,3,3,8.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,3,4,1270.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,4,1,7.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,4,2,1388.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,4,3,12.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,4,4,1539.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,5,1,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,5,2,72.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,5,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,5,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,6,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,6,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,6,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,6,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,7,1,73.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,7,3,97.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,8,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,8,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,8,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,8,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,9,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,9,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,9,3,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,9,4,65.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,10,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,10,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,10,3,7.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,10,4,278.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,11,1,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,11,2,286.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,11,3,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,11,4,651.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,12,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,12,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,12,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,12,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,13,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,13,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,13,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,13,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,14,1,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,14,3,9.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,15,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,15,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,15,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,15,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,16,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,16,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,16,3,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,16,4,132.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,17,1,4.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,17,2,61.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,17,3,6.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,17,4,241.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,18,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,18,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,18,3,3.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,18,4,183.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,19,1,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,19,2,307.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,19,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,19,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,20,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,20,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,20,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,20,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,21,1,5.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,21,3,10.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,22,1,79.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,22,2,379.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,22,3,80.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,22,4,376.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,23,1,245.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,23,2,1289.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,23,3,317.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,23,4,1366.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,24,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,24,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,24,3,16.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,24,4,1014.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,25,1,2.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,25,2,920.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,25,3,5.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,25,4,853.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,26,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,26,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,26,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,26,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,27,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,27,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,27,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,27,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,28,1,326.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,28,3,418.0
2010-2011,CENTRE DE READAPTATION LA MAISON,22,3,1.0
2010-2011,CENTRE DE READAPTATION LA MAISON,22,4,37.0
2010-2011,CENTRE DE READAPTATION LA MAISON,23,1,4.0
2010-2011,CENTRE DE READAPTATION LA MAISON,23,2,63.0
2010-2011,CENTRE DE READAPTATION LA MAISON,23,3,5.0
2010-2011,CENTRE DE READAPTATION LA MAISON,23,4,71.0
2010-2011,CENTRE DE READAPTATION LA MAISON,24,3,2.0
2010-2011,CENTRE DE READAPTATION LA MAISON,24,4,123.0
2010-2011,CENTRE DE READAPTATION LA MAISON,28,1,4.0
2010-2011,CENTRE DE READAPTATION LA MAISON,28,3,8.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,1,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,1,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,1,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,1,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,2,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,2,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,2,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,2,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,3,1,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,3,2,63.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,3,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,3,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,4,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,4,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,4,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,5,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,5,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,5,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,5,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,6,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,6,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,6,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,6,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,7,1,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,7,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,8,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,8,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,8,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,8,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,9,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,9,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,9,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,9,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,10,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,10,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,10,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,10,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,11,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,11,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,11,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,11,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,12,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,12,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,12,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,12,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,13,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,13,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,13,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,13,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,14,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,14,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,15,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,15,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,15,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,15,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,16,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,16,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,16,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,16,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,17,1,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,17,2,470.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,17,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,17,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,18,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,18,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,18,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,18,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,19,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,19,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,19,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,19,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,20,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,20,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,20,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,20,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,21,1,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,21,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,22,1,5.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,22,2,84.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,22,3,6.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,22,4,136.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,23,1,82.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,23,2,877.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,23,3,22.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,23,4,399.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,24,1,12.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,24,2,798.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,24,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,24,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,25,1,2.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,25,2,326.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,25,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,25,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,26,1,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,26,2,1095.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,26,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,26,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,27,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,27,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,27,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,27,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,28,1,102.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,28,3,28.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,1,1,1.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,1,2,166.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,1,3,1.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,1,4,579.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,2,1,31.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,2,2,955.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,2,3,16.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,2,4,844.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,3,1,6.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,3,2,1164.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,3,3,5.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,3,4,1421.0
