Annee,NomEtablissement,Ligne,Colonne,Chiffre
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,10,1,1.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,10,2,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,11,1,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,11,2,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,11,3,1.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,12,1,46.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,12,2,24.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,1,1,153.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,1,2,289.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,1,3,34.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,2,1,16.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,2,2,16.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,2,3,8.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,3,1,169.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,3,2,305.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,3,3,42.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,5,1,2.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,5,2,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,6,1,7.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,6,2,8.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,6,3,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,8,1,9.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,8,2,9.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,8,3,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,9,1,9.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,9,2,17.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,9,3,3.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,11,1,18.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,11,2,26.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,11,3,4.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,12,1,151.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,12,2,279.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,12,3,38.0
2010-2011,CENTRE DE READAPTATION ESTRIE INC.,1,1,1.0
2010-2011,CENTRE DE READAPTATION ESTRIE INC.,2,1,1.0
2010-2011,CENTRE DE READAPTATION ESTRIE INC.,3,1,2.0
2010-2011,CENTRE DE READAPTATION ESTRIE INC.,12,1,2.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,1,1,202.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,1,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,2,1,22.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,2,2,17.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,3,1,224.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,3,2,17.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,4,1,5.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,4,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,5,1,10.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,5,2,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,6,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,6,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,7,1,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,7,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,8,1,16.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,8,2,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,9,1,107.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,9,2,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,10,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,10,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,11,1,123.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,11,2,2.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,12,1,101.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,12,2,15.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,1,1,100.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,1,2,150.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,1,3,16.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,2,1,3.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,2,2,15.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,2,3,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,3,1,103.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,3,2,165.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,3,3,16.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,4,1,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,4,2,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,4,3,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,5,1,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,5,2,1.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,5,3,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,6,1,2.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,6,2,12.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,6,3,1.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,7,1,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,7,2,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,7,3,1.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,8,1,2.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,8,2,13.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,8,3,2.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,9,1,7.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,9,2,4.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,9,3,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,10,1,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,10,2,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,10,3,0.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,11,1,9.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,11,2,17.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,11,3,2.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,12,1,94.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,12,2,148.0
2010-2011,CENTRE DE READAPTATION LISETTE-DUPRAS,12,3,14.0
2010-2011,CENTRE DU FLORES,1,1,212.0
2010-2011,CENTRE DU FLORES,1,2,245.0
2010-2011,CENTRE DU FLORES,1,3,17.0
2010-2011,CENTRE DU FLORES,2,1,30.0
2010-2011,CENTRE DU FLORES,2,2,34.0
2010-2011,CENTRE DU FLORES,2,3,1.0
2010-2011,CENTRE DU FLORES,3,1,242.0
2010-2011,CENTRE DU FLORES,3,2,279.0
2010-2011,CENTRE DU FLORES,3,3,18.0
2010-2011,CENTRE DU FLORES,9,1,14.0
2010-2011,CENTRE DU FLORES,9,2,27.0
2010-2011,CENTRE DU FLORES,9,3,4.0
2010-2011,CENTRE DU FLORES,11,1,14.0
2010-2011,CENTRE DU FLORES,11,2,27.0
2010-2011,CENTRE DU FLORES,11,3,4.0
2010-2011,CENTRE DU FLORES,12,1,228.0
2010-2011,CENTRE DU FLORES,12,2,252.0
2010-2011,CENTRE DU FLORES,12,3,14.0
2010-2011,CENTRE MIRIAM,1,1,41.0
2010-2011,CENTRE MIRIAM,1,2,41.0
2010-2011,CENTRE MIRIAM,1,3,9.0
2010-2011,CENTRE MIRIAM,2,1,0.0
2010-2011,CENTRE MIRIAM,2,2,13.0
2010-2011,CENTRE MIRIAM,2,3,3.0
2010-2011,CENTRE MIRIAM,3,1,41.0
2010-2011,CENTRE MIRIAM,3,2,54.0
2010-2011,CENTRE MIRIAM,3,3,12.0
2010-2011,CENTRE MIRIAM,4,1,0.0
2010-2011,CENTRE MIRIAM,4,2,0.0
2010-2011,CENTRE MIRIAM,4,3,0.0
2010-2011,CENTRE MIRIAM,5,1,0.0
2010-2011,CENTRE MIRIAM,5,2,0.0
2010-2011,CENTRE MIRIAM,5,3,0.0
2010-2011,CENTRE MIRIAM,6,1,0.0
2010-2011,CENTRE MIRIAM,6,2,1.0
2010-2011,CENTRE MIRIAM,6,3,0.0
2010-2011,CENTRE MIRIAM,7,1,0.0
2010-2011,CENTRE MIRIAM,7,2,0.0
2010-2011,CENTRE MIRIAM,7,3,0.0
2010-2011,CENTRE MIRIAM,8,1,0.0
2010-2011,CENTRE MIRIAM,8,2,1.0
2010-2011,CENTRE MIRIAM,8,3,0.0
2010-2011,CENTRE MIRIAM,9,1,2.0
2010-2011,CENTRE MIRIAM,9,2,0.0
2010-2011,CENTRE MIRIAM,9,3,2.0
2010-2011,CENTRE MIRIAM,10,1,0.0
2010-2011,CENTRE MIRIAM,10,2,0.0
2010-2011,CENTRE MIRIAM,10,3,0.0
2010-2011,CENTRE MIRIAM,11,1,2.0
2010-2011,CENTRE MIRIAM,11,2,1.0
2010-2011,CENTRE MIRIAM,11,3,2.0
2010-2011,CENTRE MIRIAM,12,1,39.0
2010-2011,CENTRE MIRIAM,12,2,53.0
2010-2011,CENTRE MIRIAM,12,3,10.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,1,1,108.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,1,2,82.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,1,3,3.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,2,1,26.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,2,2,30.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,2,3,2.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,3,1,134.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,3,2,112.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,3,3,5.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,4,1,1.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,4,2,3.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,4,3,1.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,5,1,3.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,5,2,1.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,5,3,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,6,1,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,6,2,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,6,3,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,7,1,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,7,2,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,7,3,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,8,1,4.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,8,2,4.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,8,3,1.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,9,1,10.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,9,2,8.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,9,3,2.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,10,1,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,10,2,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,10,3,0.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,11,1,14.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,11,2,12.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,11,3,3.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,12,1,120.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,12,2,100.0
2010-2011,CENTRE NOTRE-DAME DE L'ENFANT (SHERBROOKE) INC.,12,3,2.0
2010-2011,CLAIR FOYER INC.,1,1,45.0
2010-2011,CLAIR FOYER INC.,1,2,13.0
2010-2011,CLAIR FOYER INC.,1,3,34.0
2010-2011,CLAIR FOYER INC.,2,1,7.0
2010-2011,CLAIR FOYER INC.,2,3,10.0
2010-2011,CLAIR FOYER INC.,3,1,52.0
2010-2011,CLAIR FOYER INC.,3,2,13.0
2010-2011,CLAIR FOYER INC.,3,3,44.0
2010-2011,CLAIR FOYER INC.,4,1,5.0
2010-2011,CLAIR FOYER INC.,4,2,1.0
2010-2011,CLAIR FOYER INC.,4,3,4.0
2010-2011,CLAIR FOYER INC.,5,1,5.0
2010-2011,CLAIR FOYER INC.,5,2,6.0
2010-2011,CLAIR FOYER INC.,5,3,2.0
2010-2011,CLAIR FOYER INC.,7,1,5.0
2010-2011,CLAIR FOYER INC.,7,3,3.0
2010-2011,CLAIR FOYER INC.,8,1,15.0
2010-2011,CLAIR FOYER INC.,8,2,7.0
2010-2011,CLAIR FOYER INC.,8,3,9.0
2010-2011,CLAIR FOYER INC.,9,1,18.0
2010-2011,CLAIR FOYER INC.,9,2,4.0
2010-2011,CLAIR FOYER INC.,9,3,3.0
2010-2011,CLAIR FOYER INC.,11,1,33.0
2010-2011,CLAIR FOYER INC.,11,2,11.0
2010-2011,CLAIR FOYER INC.,11,3,12.0
2010-2011,CLAIR FOYER INC.,12,1,19.0
2010-2011,CLAIR FOYER INC.,12,2,2.0
2010-2011,CLAIR FOYER INC.,12,3,32.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,1,1,269.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,1,2,104.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,1,3,53.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,2,1,36.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,2,2,17.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,2,3,4.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,3,1,305.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,3,2,121.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,3,3,57.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,4,1,11.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,4,2,1.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,4,3,9.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,5,1,4.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,6,1,1.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,6,2,2.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,8,1,16.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,8,2,3.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,8,3,9.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,9,1,28.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,9,2,19.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,9,3,4.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,11,1,44.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,11,2,22.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,11,3,13.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,12,1,261.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,12,2,99.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE CHAUDIERE-APPALACHES,12,3,44.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,1,1,198.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,1,2,319.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,1,3,46.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,2,1,61.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,2,2,28.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,2,3,7.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,3,1,259.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,3,2,347.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,3,3,53.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,4,1,5.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,5,1,17.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,5,2,11.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,5,3,5.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,6,1,2.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,6,2,18.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,6,3,1.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,7,1,6.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,8,1,30.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,8,2,29.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,8,3,6.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,9,1,8.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,9,2,9.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,9,3,5.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,11,1,38.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,11,2,38.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,11,3,11.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,12,1,221.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,12,2,309.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,12,3,42.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,1,1,90.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,1,2,129.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,2,1,19.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,2,2,16.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,3,1,109.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,3,2,145.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,4,1,1.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,5,1,4.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,5,2,3.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,7,1,1.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,8,1,6.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,8,2,3.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,9,1,12.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,9,2,9.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,11,1,18.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,11,2,12.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,12,1,91.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE DU BAS-SAINT-LAURENT,12,2,133.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE GABRIELLE-MAJOR,1,1,153.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE GABRIELLE-MAJOR,1,2,297.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE GABRIELLE-MAJOR,1,3,17.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE GABRIELLE-MAJOR,2,1,40.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE GABRIELLE-MAJOR,2,2,22.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE GABRIELLE-MAJOR,2,3,4.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE GABRIELLE-MAJOR,3,1,193.0
2010-2011,CR EN DEFICIENCE INTELLECTUELLE GABRIELLE-MAJOR,3,2,319.0
